customer_id,signup_date,city,age_group,acquisition_channel
C00559,2025-12-14,Hyderabad,18-25,Instagram
C00560,2026-03-21,Hyderabad,56+,Instagram
C00561,2025-08-12,Bangalore,18-25,Google
C00562,2025-09-02,Delhi,46-55,Google
C00563,2024-11-26,Kolkata,26-35,Google
C00564,2025-12-22,Pune,46-55,Google
C00565,2025-11-14,Pune,26-35,Google
C00566,2025-04-07,Pune,36-45,Referral
C00567,2025-09-25,Chennai,36-45,Instagram
C00568,2026-03-03,Bangalore,26-35,Google
C00569,2025-07-21,Mumbai,26-35,Google
C00570,2024-11-05,Hyderabad,18-25,Google
C00571,2025-01-28,Delhi,18-25,Organic
C00572,2024-10-27,Kolkata,56+,Google
C00573,2025-01-28,Hyderabad,18-25,Instagram
C00574,2026-01-20,Chennai,36-45,YouTube
C00575,2024-10-30,Kolkata,26-35,Google
C00576,2026-01-21,Hyderabad,26-35,Google
C00577,2024-12-30,Kolkata,56+,Organic
C00578,2025-05-15,Hyderabad,18-25,Organic
C00579,2025-06-03,Kolkata,26-35,Facebook
C00580,2024-09-19,Mumbai,26-35,YouTube
C00581,2024-10-26,Hyderabad,18-25,Organic
C00582,2025-01-12,Hyderabad,18-25,Instagram
C00583,2024-08-08,Bangalore,36-45,Referral
C00584,2025-10-25,Mumbai,18-25,Instagram
C00585,2025-06-15,Ahmedabad,36-45,Referral
C00586,2025-12-23,Pune,26-35,Facebook
C00587,2026-01-03,Bangalore,18-25,Instagram
C00588,2025-02-08,Delhi,26-35,YouTube
C00589,2025-12-05,Delhi,18-25,Referral
C00590,2024-08-09,Bangalore,36-45,Instagram
C00591,2025-04-01,Ahmedabad,26-35,YouTube
C00592,2025-08-30,Mumbai,18-25,Referral
C00593,2025-04-24,Delhi,26-35,Referral
C00594,2025-10-16,Hyderabad,26-35,Referral
C00595,2025-12-31,Bangalore,36-45,Instagram
C00596,2025-03-28,Delhi,18-25,Instagram
C00597,2024-12-23,Pune,18-25,Organic
C00598,2025-07-08,Pune,26-35,YouTube
C00599,2026-01-06,Ahmedabad,36-45,Organic
C00600,2026-03-23,Pune,36-45,YouTube
C00601,2025-12-04,Mumbai,18-25,YouTube
C00602,2024-12-04,Chennai,18-25,Instagram
C00603,2024-11-09,Kolkata,36-45,Organic
C00604,2025-07-02,Chennai,18-25,Organic
C00605,2025-03-14,Ahmedabad,26-35,Google
C00606,2025-07-26,Chennai,26-35,Google
C00607,2026-02-11,Kolkata,18-25,Organic
C00608,2025-06-16,Bangalore,26-35,Facebook
C00609,2025-02-13,Chennai,18-25,Facebook
C00610,2026-01-07,Mumbai,26-35,Referral
C00611,2025-04-07,Hyderabad,18-25,Organic
C00612,2025-07-22,Pune,26-35,Referral
C00613,2024-09-25,Ahmedabad,26-35,YouTube
C00614,2025-05-21,Ahmedabad,18-25,Organic
C00615,2025-03-30,Delhi,26-35,Facebook
C00616,2024-09-17,Chennai,36-45,Facebook
C00617,2024-11-13,Chennai,56+,Google
C00618,2025-09-23,Mumbai,18-25,Facebook
C00619,2024-10-24,Bangalore,18-25,Organic
C00620,2024-09-23,Bangalore,26-35,Google
C00621,2024-08-06,Chennai,46-55,Instagram
C00622,2024-07-17,Hyderabad,26-35,Organic
C00623,2025-04-04,Ahmedabad,26-35,Google
C00624,2025-05-09,Mumbai,36-45,Google
C00625,2025-08-03,Ahmedabad,18-25,Referral
C00626,2025-07-01,Mumbai,26-35,Instagram
C00627,2025-06-09,Chennai,26-35,Referral
C00628,2026-03-31,Bangalore,26-35,YouTube
C00629,2024-12-07,Hyderabad,36-45,Instagram
C00630,2025-09-29,Chennai,26-35,Organic
C00631,2024-08-20,Ahmedabad,26-35,Instagram
C00632,2025-12-25,Kolkata,26-35,YouTube
C00633,2025-02-17,Bangalore,18-25,Google
C00634,2025-02-07,Mumbai,46-55,YouTube
C00635,2024-09-25,Bangalore,36-45,Organic
C00636,2025-05-22,Bangalore,46-55,YouTube
C00637,2025-03-13,Pune,36-45,Referral
C00638,2026-03-15,Pune,18-25,Referral
C00639,2024-10-22,Chennai,26-35,Instagram
C00640,2025-03-24,Kolkata,26-35,Referral
C00641,2026-01-27,Chennai,18-25,Referral
C00642,2025-11-28,Chennai,26-35,Organic
C00643,2025-11-01,Bangalore,26-35,Instagram
C00644,2025-06-02,Delhi,18-25,Referral
C00645,2026-01-09,Pune,46-55,Referral
C00646,2024-11-21,Kolkata,18-25,Organic
C00647,2025-11-30,Bangalore,26-35,Organic
C00648,2025-07-06,Hyderabad,36-45,Google
C00649,2025-02-09,Pune,26-35,Referral
C00650,2024-11-17,Bangalore,18-25,Google
C00651,2025-05-30,Mumbai,26-35,Organic
C00652,2024-07-02,Kolkata,36-45,YouTube
C00653,2025-09-30,Pune,46-55,Google
C00654,2024-11-28,Delhi,26-35,Google
C00655,2025-03-06,Kolkata,18-25,Organic
C00656,2024-11-01,Mumbai,26-35,Organic
C00657,2025-04-24,Kolkata,18-25,Instagram
C00658,2025-02-23,Delhi,36-45,Referral
C00659,2024-10-28,Hyderabad,36-45,Google
C00660,2026-01-19,Mumbai,36-45,Organic
C00661,2025-10-29,Delhi,56+,Instagram
C00662,2025-03-05,Kolkata,26-35,Organic
C00663,2024-08-06,Delhi,46-55,Organic
C00664,2025-12-23,Bangalore,36-45,YouTube
C00665,2025-09-19,Mumbai,18-25,Facebook
C00666,2025-06-21,Pune,36-45,Referral
C00667,2025-07-22,Chennai,36-45,Organic
C00668,2024-07-05,Ahmedabad,56+,Organic
C00669,2025-04-29,Delhi,18-25,YouTube
C00670,2024-10-29,Mumbai,26-35,Referral
C00671,2025-08-21,Bangalore,36-45,Instagram
C00672,2026-02-16,Hyderabad,18-25,Facebook
C00673,2025-06-05,Ahmedabad,26-35,Instagram
C00674,2025-07-22,Pune,26-35,Facebook
C00675,2025-08-31,Hyderabad,18-25,Google
C00676,2026-02-14,Mumbai,18-25,Referral
C00677,2024-07-25,Ahmedabad,36-45,Facebook
C00678,2025-01-15,Hyderabad,18-25,Organic
C00679,2024-12-19,Bangalore,36-45,Organic
C00680,2025-10-01,Mumbai,36-45,Google
C00681,2025-04-13,Bangalore,36-45,Google
C00682,2025-11-06,Delhi,26-35,Instagram
C00683,2025-04-28,Bangalore,18-25,Organic
C00684,2026-03-16,Mumbai,36-45,Referral
C00685,2025-11-03,Pune,18-25,Google
C00686,2024-07-12,Mumbai,26-35,Google
C00687,2026-03-24,Mumbai,46-55,Facebook
C00688,2026-03-01,Ahmedabad,26-35,YouTube
C00689,2024-07-28,Chennai,18-25,Referral
C00690,2025-03-08,Hyderabad,56+,Facebook
C00691,2026-03-13,Delhi,18-25,Referral
C00692,2025-12-18,Kolkata,18-25,Google
C00693,2025-04-26,Delhi,26-35,Google
C00694,2025-06-14,Delhi,36-45,YouTube
C00695,2024-07-19,Kolkata,46-55,Google
C00696,2025-06-26,Hyderabad,36-45,Google
C00697,2025-08-30,Chennai,56+,Facebook
C00698,2025-02-15,Hyderabad,18-25,Organic
C00699,2025-01-13,Pune,26-35,Organic
C00700,2025-12-12,Delhi,18-25,Organic
C00701,2025-04-13,Delhi,46-55,Organic
C00702,2024-12-16,Delhi,46-55,Instagram
C00703,2025-02-25,Bangalore,26-35,Organic
C00704,2025-05-11,Kolkata,36-45,Google
C00705,2024-12-13,Delhi,26-35,Instagram
C00706,2025-06-23,Hyderabad,18-25,Facebook
C00707,2026-01-02,Chennai,26-35,Instagram
C00708,2025-10-18,Chennai,56+,Instagram
C00709,2024-11-25,Mumbai,26-35,Google
C00710,2025-04-28,Mumbai,18-25,YouTube
C00711,2025-06-13,Ahmedabad,56+,Facebook
C00712,2025-09-08,Pune,26-35,Instagram
C00713,2025-10-27,Chennai,26-35,Google
C00714,2025-05-07,Kolkata,36-45,Organic
C00715,2025-01-18,Chennai,26-35,Organic
C00716,2025-08-26,Delhi,26-35,Google
C00717,2024-09-19,Hyderabad,18-25,Google
C00718,2025-09-04,Bangalore,36-45,Organic
C00719,2026-01-24,Pune,26-35,Instagram
C00720,2025-09-27,Ahmedabad,36-45,Organic
C00721,2025-04-04,Hyderabad,46-55,Google
C00722,2025-12-09,Mumbai,18-25,YouTube
C00723,2025-06-06,Bangalore,46-55,Organic
C00724,2025-06-11,Ahmedabad,36-45,Organic
C00725,2025-12-27,Bangalore,46-55,Organic
C00726,2024-11-01,Bangalore,18-25,Instagram
C00727,2025-11-11,Delhi,26-35,Google
C00728,2025-09-08,Bangalore,36-45,Referral
C00729,2025-06-04,Mumbai,46-55,Organic
C00730,2024-08-19,Hyderabad,56+,YouTube
C00731,2025-11-02,Delhi,26-35,Google
C00732,2024-11-17,Bangalore,26-35,YouTube
C00733,2026-01-24,Bangalore,18-25,Google
C00734,2025-11-19,Mumbai,36-45,Instagram
C00735,2025-02-18,Bangalore,36-45,Google
C00736,2025-04-05,Pune,36-45,Facebook
C00737,2024-07-17,Delhi,26-35,Referral
C00738,2025-05-15,Delhi,56+,Referral
C00739,2024-08-07,Mumbai,18-25,Organic
C00740,2026-03-23,Mumbai,26-35,Instagram
C00741,2025-08-14,Bangalore,26-35,Instagram
C00742,2024-11-28,Bangalore,26-35,Instagram
C00743,2025-11-26,Kolkata,36-45,Instagram
C00744,2024-07-13,Bangalore,26-35,Referral
C00745,2025-06-17,Hyderabad,18-25,Google
C00746,2024-09-10,Hyderabad,18-25,Organic
C00747,2024-08-04,Delhi,26-35,YouTube
C00748,2024-12-04,Mumbai,36-45,Facebook
C00749,2025-01-05,Chennai,26-35,Google
C00750,2025-10-07,Kolkata,26-35,Referral
C00751,2026-01-21,Delhi,18-25,Instagram
C00752,2025-11-08,Delhi,36-45,Google
C00753,2025-10-16,Delhi,26-35,Organic
C00754,2025-06-27,Mumbai,26-35,Referral
C00755,2025-02-23,Pune,26-35,Organic
C00756,2024-12-10,Delhi,18-25,YouTube
C00757,2026-02-25,Delhi,18-25,Instagram
C00758,2025-05-30,Ahmedabad,18-25,Facebook
C00759,2025-06-26,Bangalore,36-45,Instagram
C00760,2024-07-10,Mumbai,18-25,Facebook
C00761,2025-04-19,Pune,26-35,Organic
C00762,2025-09-09,Bangalore,56+,Instagram
C00763,2025-05-13,Bangalore,26-35,Google
C00764,2025-07-28,Bangalore,26-35,Google
C00765,2025-11-30,Ahmedabad,26-35,YouTube
C00766,2024-07-14,Bangalore,26-35,Google
C00767,2026-01-29,Delhi,18-25,YouTube
C00768,2025-12-05,Bangalore,46-55,Google
C00769,2025-03-26,Bangalore,26-35,Facebook
C00770,2025-10-31,Pune,36-45,Google
C00771,2024-08-12,Delhi,56+,Organic
C00772,2025-01-13,Hyderabad,18-25,YouTube
C00773,2024-09-07,Hyderabad,36-45,Google
C00774,2025-08-11,Kolkata,18-25,Instagram
C00775,2025-12-30,Bangalore,26-35,Referral
C00776,2025-07-20,Kolkata,46-55,Organic
C00777,2025-09-28,Pune,18-25,YouTube
C00778,2024-09-30,Bangalore,56+,Google
C00779,2026-02-17,Chennai,26-35,YouTube
C00780,2024-11-01,Kolkata,26-35,Facebook
C00781,2025-06-02,Delhi,18-25,Organic
C00782,2025-09-10,Ahmedabad,26-35,Instagram
C00783,2025-12-30,Mumbai,26-35,Instagram
C00784,2026-02-17,Hyderabad,18-25,Facebook
C00785,2025-07-18,Ahmedabad,26-35,Organic
C00786,2025-07-04,Mumbai,18-25,Organic
C00787,2025-03-24,Chennai,56+,Facebook
C00788,2025-06-28,Delhi,26-35,Instagram
C00789,2025-09-05,Chennai,26-35,Organic
C00790,2025-08-18,Hyderabad,36-45,Organic
C00791,2025-07-14,Delhi,36-45,YouTube
C00792,2025-04-08,Mumbai,46-55,Organic
C00793,2024-11-03,Delhi,46-55,Referral
C00794,2024-08-04,Bangalore,18-25,Instagram
C00795,2025-03-26,Bangalore,26-35,Facebook
C00796,2025-03-11,Mumbai,36-45,Organic
C00797,2025-07-24,Bangalore,18-25,Google
C00798,2026-01-27,Bangalore,36-45,Facebook
C00799,2025-09-22,Chennai,18-25,Google
C00800,2025-11-27,Pune,46-55,Google
C00801,2025-07-05,Chennai,36-45,Facebook
C00802,2026-02-13,Delhi,26-35,Organic
C00803,2026-02-21,Kolkata,26-35,YouTube
C00804,2024-10-06,Hyderabad,56+,YouTube
C00805,2025-08-13,Bangalore,36-45,Referral
C00806,2025-05-20,Bangalore,36-45,Google
C00807,2026-03-14,Pune,36-45,YouTube
C00808,2025-07-09,Bangalore,18-25,Referral
C00809,2024-07-11,Hyderabad,18-25,Referral
C00810,2024-11-12,Ahmedabad,18-25,Referral
C00811,2024-09-21,Bangalore,36-45,Instagram
C00812,2024-11-06,Bangalore,26-35,Instagram
C00813,2024-08-31,Ahmedabad,26-35,Organic
C00814,2025-11-12,Hyderabad,56+,YouTube
C00815,2025-05-12,Bangalore,18-25,Referral
C00816,2025-09-03,Kolkata,36-45,Google
C00817,2026-03-31,Kolkata,26-35,Google
C00818,2025-08-18,Hyderabad,26-35,Organic
C00819,2025-05-03,Pune,18-25,Instagram
C00820,2024-12-18,Delhi,36-45,Referral
C00821,2025-10-26,Bangalore,36-45,Organic
C00822,2025-05-20,Hyderabad,26-35,Referral
C00823,2025-10-27,Delhi,26-35,Organic
C00824,2024-07-15,Pune,26-35,YouTube
C00825,2024-10-13,Kolkata,26-35,Google
C00826,2024-09-22,Bangalore,26-35,Instagram
C00827,2025-09-09,Hyderabad,26-35,Instagram
C00828,2025-05-28,Delhi,46-55,Organic
C00829,2025-01-19,Kolkata,36-45,Facebook
C00830,2025-01-14,Delhi,18-25,Organic
C00831,2025-07-23,Pune,36-45,Facebook
C00832,2026-03-10,Hyderabad,26-35,Organic
C00833,2026-03-29,Mumbai,46-55,Google
C00834,2025-04-28,Pune,26-35,Google
C00835,2025-09-02,Chennai,18-25,Organic
C00836,2024-08-23,Hyderabad,36-45,Organic
C00837,2026-02-25,Chennai,18-25,Referral
C00838,2024-07-12,Ahmedabad,46-55,Referral
C00839,2025-02-04,Mumbai,46-55,Referral
C00840,2025-10-07,Hyderabad,36-45,Google
C00841,2026-03-12,Bangalore,26-35,Organic
C00842,2024-10-18,Chennai,26-35,Organic
C00843,2025-08-27,Hyderabad,26-35,YouTube
C00844,2024-10-29,Mumbai,18-25,Google
C00845,2024-08-02,Bangalore,46-55,YouTube
C00846,2025-03-28,Kolkata,26-35,Google
C00847,2025-07-04,Mumbai,26-35,Google
C00848,2024-12-16,Pune,18-25,YouTube
C00849,2026-03-14,Bangalore,56+,Facebook
C00850,2025-07-29,Ahmedabad,46-55,Facebook
C00851,2025-04-07,Bangalore,26-35,Instagram
C00852,2025-05-07,Delhi,18-25,Google
C00853,2025-04-23,Kolkata,36-45,Organic
C00854,2024-09-10,Ahmedabad,26-35,YouTube
C00855,2025-07-23,Delhi,56+,Referral
C00856,2025-11-14,Mumbai,46-55,Instagram
C00857,2025-03-27,Chennai,36-45,Referral
C00858,2025-03-30,Kolkata,18-25,Instagram
C00859,2026-02-02,Mumbai,36-45,Google
C00860,2025-07-26,Hyderabad,56+,Organic
C00861,2025-01-07,Chennai,26-35,Instagram
C00862,2024-07-03,Chennai,46-55,Organic
C00863,2025-12-09,Chennai,26-35,Organic
C00864,2025-08-05,Hyderabad,56+,Referral
C00865,2025-08-05,Bangalore,36-45,Google
C00866,2024-12-28,Kolkata,18-25,Facebook
C00867,2024-10-27,Kolkata,26-35,Referral
C00868,2025-05-12,Chennai,18-25,YouTube
C00869,2025-10-28,Bangalore,26-35,Referral
C00870,2025-01-07,Delhi,46-55,Organic
C00871,2025-06-02,Chennai,18-25,Facebook
C00872,2026-03-29,Bangalore,56+,Instagram
C00873,2024-11-18,Ahmedabad,18-25,Google
C00874,2024-11-25,Mumbai,36-45,Facebook
C00875,2024-11-28,Pune,56+,Referral
C00876,2026-02-04,Kolkata,36-45,Google
C00877,2025-06-03,Mumbai,46-55,Facebook
C00878,2026-02-07,Delhi,56+,Instagram
C00879,2026-02-26,Hyderabad,36-45,Organic
C00880,2025-03-27,Hyderabad,36-45,Organic
C00881,2024-08-05,Mumbai,18-25,Organic
C00882,2025-01-11,Hyderabad,26-35,Referral
C00883,2025-06-13,Ahmedabad,26-35,Instagram
C00884,2025-03-01,Mumbai,36-45,YouTube
C00885,2024-07-02,Delhi,36-45,YouTube
C00886,2026-03-25,Mumbai,26-35,Google
C00887,2025-01-10,Mumbai,46-55,Google
C00888,2025-07-31,Bangalore,18-25,Referral
C00889,2026-02-25,Bangalore,56+,Instagram
C00890,2025-06-14,Pune,18-25,YouTube
C00891,2025-09-17,Delhi,26-35,Facebook
C00892,2024-07-23,Ahmedabad,26-35,Google
C00893,2025-09-19,Delhi,26-35,Facebook
C00894,2025-12-24,Bangalore,36-45,YouTube
C00895,2026-02-07,Chennai,36-45,Organic
C00896,2024-08-23,Kolkata,36-45,Facebook
C00897,2024-11-23,Delhi,18-25,Google
C00898,2024-07-31,Delhi,18-25,Facebook
C00899,2026-02-07,Delhi,18-25,Instagram
C00900,2024-12-23,Hyderabad,26-35,Referral
C00901,2025-06-05,Mumbai,18-25,Referral
C00902,2025-05-01,Delhi,26-35,Instagram
C00903,2025-09-14,Bangalore,46-55,Organic
C00904,2026-01-24,Hyderabad,46-55,Referral
C00905,2025-01-23,Ahmedabad,36-45,Referral
C00906,2025-11-17,Pune,18-25,Organic
C00907,2025-01-02,Hyderabad,26-35,Instagram
C00908,2024-11-04,Bangalore,18-25,Google
C00909,2024-09-06,Delhi,26-35,Google
C00910,2025-02-23,Delhi,26-35,Facebook
C00911,2025-06-24,Chennai,46-55,Organic
C00912,2025-11-11,Kolkata,26-35,Referral
C00913,2025-12-25,Kolkata,18-25,Organic
C00914,2025-06-02,Ahmedabad,36-45,Organic
C00915,2025-03-19,Ahmedabad,56+,Google
C00916,2024-10-20,Ahmedabad,18-25,Instagram
C00917,2026-02-05,Bangalore,36-45,Referral
C00918,2025-03-11,Bangalore,18-25,Google
C00919,2025-11-01,Delhi,18-25,YouTube
C00920,2025-08-04,Hyderabad,46-55,Google
C00921,2026-02-16,Bangalore,18-25,Organic
C00922,2026-03-14,Kolkata,36-45,Referral
C00923,2025-09-25,Pune,18-25,Organic
C00924,2025-08-27,Hyderabad,26-35,Facebook
C00925,2024-09-26,Bangalore,26-35,Referral
C00926,2024-07-11,Delhi,46-55,Instagram
C00927,2025-06-14,Bangalore,36-45,Organic
C00928,2025-09-24,Kolkata,36-45,Instagram
C00929,2025-10-20,Hyderabad,26-35,Instagram
C00930,2024-12-08,Chennai,18-25,Organic
C00931,2025-05-18,Delhi,26-35,Instagram
C00932,2026-01-02,Mumbai,26-35,Instagram
C00933,2024-08-31,Mumbai,18-25,Referral
C00934,2025-03-03,Chennai,56+,Referral
C00935,2026-02-24,Chennai,26-35,Facebook
C00936,2024-11-05,Delhi,18-25,Google
C00937,2025-01-19,Ahmedabad,46-55,Google
C00938,2025-04-26,Bangalore,26-35,Organic
C00939,2025-09-13,Kolkata,36-45,YouTube
C00940,2024-12-11,Bangalore,18-25,Google
C00941,2025-11-19,Delhi,26-35,Organic
C00942,2024-11-28,Kolkata,36-45,Organic
C00943,2025-02-21,Bangalore,18-25,Google
C00944,2025-07-02,Mumbai,36-45,Instagram
C00945,2024-07-08,Mumbai,18-25,Organic
C00946,2025-11-03,Delhi,18-25,Google
C00947,2025-09-01,Pune,18-25,Google
C00948,2025-12-16,Kolkata,26-35,Organic
C00949,2024-12-23,Kolkata,18-25,Instagram
C00950,2025-03-12,Delhi,36-45,Google
C00951,2026-01-26,Hyderabad,26-35,Referral
C00952,2024-08-12,Delhi,18-25,YouTube
C00953,2025-05-10,Delhi,26-35,Organic
C00954,2025-05-06,Bangalore,18-25,Google
C00955,2025-04-12,Ahmedabad,26-35,Google
C00956,2025-04-04,Kolkata,46-55,Facebook
C00957,2025-10-21,Chennai,36-45,Organic
C00958,2024-11-03,Hyderabad,36-45,Organic
C00959,2026-01-21,Hyderabad,26-35,Instagram
C00960,2026-01-24,Hyderabad,18-25,Instagram
C00961,2024-10-23,Hyderabad,36-45,Google
C00962,2026-03-15,Mumbai,26-35,YouTube
C00963,2024-12-15,Bangalore,26-35,Facebook
C00964,2024-08-03,Bangalore,56+,Google
C00965,2025-03-12,Ahmedabad,26-35,Organic
C00966,2025-11-21,Hyderabad,36-45,YouTube
C00967,2025-12-22,Ahmedabad,26-35,YouTube
C00968,2025-08-17,Bangalore,18-25,Referral
C00969,2025-12-01,Hyderabad,18-25,Google
C00970,2024-12-15,Delhi,26-35,Facebook
C00971,2026-01-13,Delhi,26-35,Google
C00972,2025-08-10,Bangalore,36-45,Google
C00973,2024-09-24,Bangalore,36-45,Google
C00974,2024-09-21,Ahmedabad,26-35,Referral
C00975,2024-12-18,Delhi,26-35,Instagram
C00976,2024-08-14,Hyderabad,26-35,Organic
C00977,2024-12-28,Mumbai,26-35,Facebook
C00978,2026-03-27,Mumbai,46-55,Referral
C00979,2024-12-01,Hyderabad,18-25,Facebook
C00980,2025-08-11,Delhi,56+,Facebook
C00981,2026-03-17,Ahmedabad,18-25,YouTube
C00982,2024-12-09,Chennai,18-25,Organic
C00983,2025-09-18,Chennai,36-45,YouTube
C00984,2025-04-14,Mumbai,18-25,Referral
C00985,2024-12-30,Bangalore,18-25,Google
C00986,2026-02-28,Ahmedabad,18-25,Facebook
C00987,2025-08-24,Mumbai,36-45,Referral
C00988,2025-04-07,Bangalore,26-35,Facebook
C00989,2025-12-01,Mumbai,18-25,Google
C00990,2026-01-27,Chennai,26-35,Google
C00991,2025-11-12,Pune,18-25,Organic
C00992,2026-01-07,Chennai,56+,Organic
C00993,2025-01-22,Chennai,18-25,Referral
C00994,2025-02-05,Delhi,26-35,YouTube
C00995,2024-11-26,Ahmedabad,26-35,Referral
C00996,2025-09-18,Mumbai,26-35,Instagram
C00997,2025-11-26,Pune,56+,Organic
C00998,2025-08-27,Bangalore,26-35,Instagram
C00999,2025-07-18,Ahmedabad,36-45,Referral
C01000,2025-11-05,Delhi,26-35,Google
C01001,2024-10-24,Bangalore,36-45,Google
C01002,2025-02-19,Mumbai,26-35,Facebook
C01003,2025-09-25,Bangalore,18-25,Instagram
C01004,2024-08-03,Bangalore,18-25,Organic
C01005,2026-02-03,Pune,18-25,Organic
C01006,2024-10-18,Mumbai,56+,Google
C01007,2025-11-15,Ahmedabad,36-45,Facebook
C01008,2025-07-29,Delhi,18-25,Google
C01009,2025-12-24,Chennai,26-35,Referral
C01010,2025-11-08,Mumbai,36-45,YouTube
C01011,2025-05-26,Pune,26-35,Organic
C01012,2025-10-27,Hyderabad,26-35,Google
C01013,2025-02-07,Mumbai,36-45,YouTube
C01014,2025-07-08,Ahmedabad,18-25,Facebook
C01015,2026-02-05,Mumbai,26-35,Referral
C01016,2024-08-24,Bangalore,18-25,Organic
C01017,2025-02-13,Pune,18-25,Google
C01018,2024-07-12,Kolkata,36-45,Google
C01019,2025-06-07,Bangalore,36-45,Referral
C01020,2025-11-12,Mumbai,56+,Google
C01021,2024-07-25,Kolkata,18-25,Organic
C01022,2025-06-17,Chennai,36-45,Instagram
C01023,2025-03-23,Ahmedabad,46-55,Instagram
C01024,2025-11-13,Hyderabad,36-45,Referral
C01025,2024-11-18,Pune,56+,Instagram
C01026,2024-10-13,Delhi,56+,Referral
C01027,2024-08-30,Ahmedabad,36-45,Referral
C01028,2025-03-18,Mumbai,56+,Instagram
C01029,2025-05-08,Chennai,26-35,Google
C01030,2026-02-08,Mumbai,26-35,Instagram
C01031,2025-04-24,Hyderabad,46-55,Organic
C01032,2024-10-18,Pune,36-45,Google
C01033,2025-09-20,Hyderabad,18-25,Organic
C01034,2024-08-09,Kolkata,26-35,Organic
C01035,2025-02-06,Mumbai,18-25,Google
C01036,2025-08-22,Pune,46-55,Instagram
C01037,2024-12-10,Mumbai,18-25,Google
C01038,2025-07-15,Mumbai,26-35,Google
C01039,2025-04-16,Mumbai,26-35,Google
C01040,2026-03-01,Bangalore,18-25,Facebook
C01041,2024-12-31,Bangalore,56+,Instagram
C01042,2026-01-31,Pune,26-35,Google
C01043,2025-08-04,Pune,18-25,YouTube
C01044,2025-10-22,Pune,18-25,Facebook
C01045,2024-10-16,Bangalore,36-45,Referral
C01046,2024-07-13,Delhi,26-35,Referral
C01047,2025-10-10,Delhi,26-35,Instagram
C01048,2025-05-03,Chennai,26-35,YouTube
C01049,2025-01-14,Kolkata,46-55,Organic
C01050,2026-01-24,Delhi,36-45,Referral
C01051,2025-01-25,Pune,36-45,Google
C01052,2025-04-04,Bangalore,26-35,Referral
C01053,2025-10-06,Delhi,56+,Organic
C01054,2026-03-07,Bangalore,36-45,Instagram
C01055,2026-01-26,Delhi,26-35,Referral
C01056,2025-08-21,Pune,56+,Instagram
C01057,2024-09-09,Ahmedabad,46-55,Organic
C01058,2024-09-08,Delhi,36-45,Google
C01059,2025-09-16,Hyderabad,36-45,Facebook
C01060,2025-05-22,Pune,26-35,Referral
C01061,2024-09-24,Ahmedabad,26-35,Referral
C01062,2025-09-18,Pune,18-25,Google
C01063,2026-02-23,Delhi,26-35,Referral
C01064,2024-08-11,Pune,26-35,Google
C01065,2025-12-10,Delhi,26-35,Google
C01066,2025-02-06,Ahmedabad,46-55,Google
C01067,2025-03-12,Mumbai,18-25,Google
C01068,2025-10-02,Pune,36-45,YouTube
C01069,2024-12-05,Bangalore,26-35,Google
C01070,2024-10-09,Mumbai,18-25,YouTube
C01071,2026-03-08,Kolkata,18-25,YouTube
C01072,2025-02-08,Pune,26-35,Organic
C01073,2024-10-17,Mumbai,26-35,Instagram
C01074,2025-09-14,Ahmedabad,26-35,Referral
C01075,2024-11-16,Kolkata,36-45,YouTube
C01076,2025-11-08,Delhi,26-35,Google
C01077,2024-08-15,Hyderabad,18-25,Google
C01078,2025-05-28,Hyderabad,26-35,Google
C01079,2025-03-15,Pune,18-25,Referral
C01080,2026-03-04,Delhi,18-25,Instagram
C01081,2025-05-30,Delhi,18-25,Google
C01082,2026-02-12,Ahmedabad,36-45,Organic
C01083,2024-12-06,Ahmedabad,36-45,Referral
C01084,2025-04-29,Kolkata,46-55,Google
C01085,2025-12-03,Ahmedabad,36-45,Facebook
C01086,2024-10-11,Chennai,26-35,Google
C01087,2026-02-13,Chennai,26-35,Instagram
C01088,2025-11-06,Chennai,18-25,Google
C01089,2025-09-06,Hyderabad,36-45,Google
C01090,2024-12-03,Mumbai,26-35,Referral
C01091,2025-12-05,Delhi,18-25,Instagram
C01092,2025-12-21,Pune,56+,YouTube
C01093,2025-01-03,Delhi,18-25,YouTube
C01094,2025-07-11,Delhi,18-25,Google
C01095,2024-08-08,Hyderabad,46-55,Organic
C01096,2025-03-09,Mumbai,26-35,Organic
C01097,2024-10-05,Delhi,26-35,YouTube
C01098,2025-06-21,Chennai,18-25,Google
C01099,2025-06-16,Kolkata,26-35,Organic
C01100,2025-06-06,Bangalore,56+,Instagram
C01101,2025-09-06,Bangalore,36-45,Instagram
C01102,2026-02-11,Delhi,26-35,YouTube
C01103,2024-11-03,Chennai,26-35,Google
C01104,2024-11-14,Kolkata,26-35,Referral
C01105,2024-11-15,Bangalore,26-35,Google
C01106,2026-02-14,Chennai,18-25,YouTube
C01107,2024-08-29,Bangalore,18-25,Google
C01108,2024-07-21,Mumbai,36-45,Instagram
C01109,2024-10-11,Ahmedabad,46-55,Organic
C01110,2025-11-04,Delhi,46-55,Google
C01111,2025-07-06,Bangalore,46-55,Google
C01112,2026-02-08,Mumbai,26-35,Organic
C01113,2024-11-08,Pune,36-45,Facebook
C01114,2025-03-09,Ahmedabad,46-55,Organic
C01115,2025-06-20,Ahmedabad,18-25,Instagram
